학년,학기,교과,단원,학습내용,해당차시,전체차시,쪽수
2,1학기,수학,4. 길이 재기,길이를 어림하고 어떻게 어림했는지 말해 볼까요,7,9,110~111
2,1학기,수학,4. 길이 재기,수학이랑 확인해요,8,9,112~113
2,1학기,수학,4. 길이 재기,수학이랑 만들어요,9,9,114~115
2,1학기,수학,5. 분류하기,단원 도입,1,7,116~119
2,1학기,수학,5. 분류하기,분류는 어떻게 할까요,2,7,120~121
2,1학기,수학,5. 분류하기,기준에 따라 분류해 볼까요,3,7,122~125
2,1학기,수학,5. 분류하기,분류하고 세어 볼까요,4,7,126~129
2,1학기,수학,5. 분류하기,분류한 결과를 말해 볼까요,5,7,130~131
2,1학기,수학,5. 분류하기,수학이랑 확인해요,6,7,132~133
2,1학기,수학,5. 분류하기,수학이랑 만들어요,7,7,134~135
2,1학기,수학,6. 곱셈,단원 도입,1,9,136~139
2,1학기,수학,6. 곱셈,여러 가지 방법으로 세어 볼까요,2,9,140~141
2,1학기,수학,6. 곱셈,묶어 세어 볼까요,3,9,142~143
2,1학기,수학,6. 곱셈,몇의 몇 배를 알아볼까요,4,9,144~145
2,1학기,수학,6. 곱셈,몇의 몇 배로 나타내 볼까요,5,9,146~147
2,1학기,수학,6. 곱셈,곱셈을 알아볼까요,6,9,148~149
2,1학기,수학,6. 곱셈,곱셈식으로 나타내 볼까요,7,9,150~151
2,1학기,수학,6. 곱셈,수학이랑 확인해요,8,9,152~153
2,1학기,수학,6. 곱셈,수학이랑 만들어요,9,9,154~155
2,1학기,수학,수학이랑 함께해요,사용하지 않는 물건을 찾아볼까요,1,4,156~159
2,1학기,수학,수학이랑 함께해요,친구들과 함께 나눔 장터를 계획해요,2,4,160~161
2,1학기,수학,수학이랑 함께해요,나눔 장터를 열어요,3,4,162~163
2,1학기,수학,수학이랑 함께해요,나눔 장터로 달라진 지구를 표현해요,4,4,164~165
2,2학기,수학,수학을 만나요,수학을 찾아요,1,3,6~7
2,2학기,수학,수학을 만나요,수학과 놀아요,2,3,8~9
2,2학기,수학,수학을 만나요,수학으로 이야기해요,3,3,10~11
2,2학기,수학,1. 네 자리 수,단원 도입,1,9,12~15
2,2학기,수학,1. 네 자리 수,천을 알아볼까요,2,9,16~17
2,2학기,수학,1. 네 자리 수,몇천을 알아볼까요,3,9,18~19
2,2학기,수학,1. 네 자리 수,네 자리 수를 알아볼까요,4,9,20~21
2,2학기,수학,1. 네 자리 수,각 자리의 숫자는 얼마를 나타낼까요,5,9,22~23
2,2학기,수학,1. 네 자리 수,뛰어 세어 볼까요,6,9,24~25
2,2학기,수학,1. 네 자리 수,수의 크기를 비교해 볼까요,7,9,26~27
2,2학기,수학,1. 네 자리 수,수학이랑 확인해요,8,9,28~29
2,2학기,수학,1. 네 자리 수,수학이랑 만들어요,9,9,30~31
2,2학기,수학,2. 곱셈구구,단원 도입,1,10,32~35
2,2학기,수학,2. 곱셈구구,2단 곱셈구구를 알아볼까요,2,10,36~37
2,2학기,수학,2. 곱셈구구,5단 곱셈구구를 알아볼까요,3,10,38~39
2,2학기,수학,2. 곱셈구구,"3단, 6단 곱셈구구를 알아볼까요",4,10,40~43
2,2학기,수학,2. 곱셈구구,"4단, 8단 곱셈구구를 알아볼까요",5,10,44~47
2,2학기,수학,2. 곱셈구구,7단 곱셈구구를 알아볼까요,6,10,48~49
2,2학기,수학,2. 곱셈구구,9단 곱셈구구를 알아볼까요,7,10,50~51
2,2학기,수학,2. 곱셈구구,1단 곱셈구구와 0의 곱을 알아볼까요,8,10,52~53
2,2학기,수학,2. 곱셈구구,곱셈표를 만들어 볼까요,9,10,54~55
2,2학기,수학,2. 곱셈구구,곱셈구구를 이용하여 문제를 해결해 볼까요,10,10,56~57
2,2학기,수학,3. 길이 재기,단원 도입,1,9,62~65
2,2학기,수학,3. 길이 재기,cm보다 더 큰 단위를 알아볼까요,2,9,66~67
2,2학기,수학,3. 길이 재기,자로 길이를 재어 볼까요,3,9,68~69
2,2학기,수학,3. 길이 재기,길이의 합을 구해 볼까요,4,9,70~71
2,2학기,수학,3. 길이 재기,길이의 차를 구해 볼까요,5,9,72~73
2,2학기,수학,3. 길이 재기,길이를 어림해 볼까요(1),6,9,74~75
2,2학기,수학,3. 길이 재기,길이를 어림해 볼까요(2),7,9,76~77
2,2학기,수학,3. 길이 재기,수학이랑 확인해요,8,9,78~79
2,2학기,수학,3. 길이 재기,수학이랑 만들어요,9,9,80~81
2,2학기,수학,4. 시각과 시간,단원 도입,1,10,82~85
2,2학기,수학,4. 시각과 시간,몇 시 몇 분을 읽어 볼까요(1),2,10,86~87
2,2학기,수학,4. 시각과 시간,몇 시 몇 분을 읽어 볼까요(2),3,10,88~89
2,2학기,수학,4. 시각과 시간,여러 가지 방법으로 시각을 읽어 볼까요,4,10,90~91
2,2학기,수학,4. 시각과 시간,1시간을 알아볼까요,5,10,92~93
2,2학기,수학,4. 시각과 시간,걸린 시간을 알아볼까요,6,10,94~95
2,2학기,수학,4. 시각과 시간,하루의 시간을 알아볼까요,7,10,96~97
2,2학기,수학,4. 시각과 시간,달력을 알아볼까요,8,10,98~101
2,2학기,수학,4. 시각과 시간,수학이랑 확인해요,9,10,102~103
2,2학기,수학,4. 시각과 시간,수학이랑 만들어요,10,10,104~105
2,2학기,수학,5. 표와 그래프,단원 도입,1,8,106~109
2,2학기,수학,5. 표와 그래프,자료를 분류하여 표로 나타내 볼까요,2,8,110~111
2,2학기,수학,5. 표와 그래프,자료를 조사하여 표로 나타내 볼까요,3,8,112~113
2,2학기,수학,5. 표와 그래프,자료를 분류하여 그래프로 나타내 볼까요,4,8,114~117
2,2학기,수학,5. 표와 그래프,표와 그래프를 보고 무엇을 알 수 있을까요,5,8,118~121
2,2학기,수학,5. 표와 그래프,표와 그래프로 나타내 볼까요,6,8,122~123
2,2학기,수학,5. 표와 그래프,수학이랑 확인해요,7,8,124~125
2,2학기,수학,5. 표와 그래프,수학이랑 만들어요,8,8,126~127
2,2학기,수학,6. 규칙 찾기,단원 도입,1,9,128~131
2,2학기,수학,6. 규칙 찾기,무늬에서 규칙을 찾아볼까요(1),2,9,132~133
2,2학기,수학,6. 규칙 찾기,무늬에서 규칙을 찾아볼까요(2),3,9,134~135
2,2학기,수학,6. 규칙 찾기,쌓은 모양에서 규칙을 찾아볼까요,4,9,136~137
2,2학기,수학,6. 규칙 찾기,덧셈표에서 규칙을 찾아볼까요,5,9,138~139
2,2학기,수학,6. 규칙 찾기,곱셈표에서 규칙을 찾아볼까요,6,9,140~141
2,2학기,수학,6. 규칙 찾기,생활에서 규칙을 찾아볼까요,7,9,142~143
2,2학기,수학,6. 규칙 찾기,수학이랑 확인해요,8,9,144~145
2,2학기,수학,6. 규칙 찾기,수학이랑 만들어요,9,9,146~147
2,2학기,수학,수학이랑 함께해요,단원 도입,1,4,148~151
2,2학기,수학,수학이랑 함께해요,바른 식습관의 실천을 계획해요,2,4,152~153
2,2학기,수학,수학이랑 함께해요,바른 식습관을 실천해요,3,4,154~155
2,2학기,수학,수학이랑 함께해요,바른 식습관을 다짐해요,4,4,156~157
